Cód. Parceiro;Qty;Prazo Cross Dock
7891437442661;64;10
7891437442678;102;10
7891437844427;229;10
7891437844434;229;10
7891437060018;29246;10
7891437905388;832;10
7891437430163;1266;10
7891437430170;1580;10
7891437397459;418;10
7891437350317;7478;10
7891437789063;1465;10
7891437789070;4274;10
7891437788943;3048;10
7891437125229;910;10
7891437125236;3386;10
7899826706288;1416;2
7899826706301;1739;2
7899826707988;1871;10
7891437213292;1118;2
7891437213377;840;10
7891437220511;649;10
7891437548608;1219;10
7891437461891;409;10
7891437548912;835;10
7891437384626;544;10
7891437318034;406;10
7891437548905;2222;10
7891437743157;849;2
7891437787731;9553;10
7891437787748;1373;10
7891437787755;1179;10
7891437751084;1;2
7891437751022;1196;10
7891437864197;964;2
7899826709227;0;10
7899826709241;166;2
7899826709258;70;10
7899826709272;1910;10
7899826709289;860;10
7891437519417;344;10
7891437519424;211;10
7891437386279;6108;10
7891437386293;3543;10
7899826709685;1902;10
7891437121399;0;10
7891437121405;1622;10
7891437649107;3531;10
7891437649114;4332;10
7891437649152;1786;10
7891437471210;2353;2
7891437458266;493;10
7891437458273;53;10
7891437458280;310;10
7891437458297;156;10
7891437693483;302;2
7891437693513;119;10
7891437693520;765;10
7891437693537;767;10
7891437693766;71;10
7891437356890;54;10
7891437356906;125;10
7891437356920;131;10
7891437844441;64;10
7891437352441;51;10
7891437353035;121;10
7891437353042;58;2
7891437844380;118;2
7891437844397;152;2
7891437496718;1561;10
7891437786338;3412;2
7891437281116;141;10
7891437623022;789;10
7891437844403;306;2
7891437844410;68;10
7891437496695;577;10
7891437496701;2164;10
7891437495759;393;10
7891437495766;1579;10
7891437714812;677;10
7891437610541;2292;10
7891437643778;2202;10
7891437643785;2132;10
7891437643792;2179;2
7891437622117;2198;10
7891437622124;1852;10
7891437622131;2272;10
7891437622148;1085;10
7891437622155;828;10
7891437622162;1031;2
7891437610565;2209;10
7891437610572;2283;2
7891437610589;2251;10
7891437643839;1387;10
7891437643846;1799;10
7891437643853;1935;10
7891437681558;0;10
7891437681565;0;10
7891437622087;2006;10
7891437622094;2199;10
7891437622100;1813;10
7891437682777;1262;10
7891437682784;541;10
7891437682791;1176;10
7891437681589;1159;2
7891437681596;441;10
7891437681602;130;10
7891437681619;764;10
7891437681626;1469;10
7891437681633;414;10
7891437682715;1525;10
7891437682722;652;10
7891437682739;904;10
7891437682746;892;10
7891437682753;1438;10
7891437682760;626;2
7891437136966;150856;10
7891437136973;72822;10
7891437136997;17726;10
7891437137000;145;10
7891437149003;6567;2
7891437485026;5620;10
7891437485033;1558;10
7891437485040;13988;10
7891437485057;2020;2
7891437616451;35855;10
7891437844854;36520;10
7891437952238;5578;2
7891437807477;12403;2
7891437008423;2132;10
7891437011324;2388;10
7891437011348;5612;10
7891437011355;9027;2
7891437457160;10352;10
7891437707746;16391;10
7891437380895;218;10
4320;0;12
4340;0;12
4360;0;12
110121406070;2;2
1330mrpt;0;12
2011861;0;6
2011862;0;6
2011864;0;6
7891691097515;2;2
100197010105;8;2
100198061001;1;2
100396011547;2;2
100396511549;3;2
101184311502;0;15
101600000226;19;2
101631361402;2;2
101631401402;0;15
F517;2;2
030150BRANCO;28;10
924077UNICA;45;10
030280BRANCO;100;10
030340BRANCO;100;10
030350BRANCO;100;10
030460VERDE;42;10
030520CINZA;0;10
030630AZUL;100;10
924076UNICA;0;10
030710VERMELHO;43;10
030715VERMELHO;100;10
924075UNICA;100;10
030730AZUL;20;10
030750AZUL;100;10
030750VERMELHO;100;10
030770AZUL;100;10
030770VERMELHO;100;10
030790VERMELHO;100;10
924062UNICA;64;10
030870AZUL;100;10
924061UNICA;60;10
031210AZUL;100;10
924060UNICA;0;10
031220VERMELHO;100;10
924052UNICA;0;10
031230VERMELHO;100;10
031260LARANJA;100;10
031280AZUL;100;10
924050UNICA;100;10
032010UNICA;100;2
032020UNICA;100;10
924025UNICA;22;10
032030UNICA;100;10
034020UNICA;100;2
034025UNICA;100;10
924020UNICA;100;10
924010UNICA;0;10
034030UNICA;0;10
924008UNICA;100;10
034050UNICA;100;10
923540UNICA;100;2
923535UNICA;100;2
034060UNICA;100;10
923510UNICA;100;10
050201UNICA;0;10
050205UNICA;83;10
923050UNICA;1;2
050210UNICA;0;10
050215UNICA;0;10
921530UNICA;96;10
050220UNICA;0;10
921520UNICA;11;10
050225UNICA;84;10
050300UNICA;21;10
921510UNICA;100;10
050305UNICA;17;10
920570UNICA;0;10
050310UNICA;0;10
050315UNICA;0;10
050320UNICA;32;10
050325UNICA;14;10
113100ROXOEAMARELO;100;10
113100LARANJAEVERMELHO;0;10
804330VERDE;24;10
113100ROSAEAMARELO;0;10
113400AZUL;100;10
804330PRETO;85;10
804330AZUL;44;2
113400LARANJA;100;10
113450AMARELO;100;10
113450AZUL;100;10
113450VERDE;0;10
120150AZUL;0;10
804060PRETO;68;10
804060AREIA;68;10
120150ROXO;0;10
120300PEIXE;0;10
804010VERDE;47;10
120300CACHORRO;0;10
804010AZUL;75;10
804010CINZA;0;10
120800SIRI;100;10
804010VERMELHO;1;2
804010AMARELO;0;10
120800ESTRELA;0;10
121000CACHORRO;0;10
121000PATO;66;10
122300AZUL;0;10
122600ROSA;0;10
122600AZUL;0;10
124000ROSA;0;10
124000ROXO;100;10
124000VERDE;0;10
124400AZUL;100;10
124400ROSA;0;10
124600AZULEBRANCO;100;10
124600ROXOEBRANCO;0;10
124600VERDEEBRANCO;100;10
803210LARANJA;75;10
803210AZUL;44;10
803210VERDE;69;10
803200VERDE;0;10
803200LARANJA;44;10
803190LARANJA;26;10
632022425;6;2
632032425;8;2
632002525;7;2
632172525;5;2
803190VERDE;69;10
200700AZULEPRETO;0;10
200700AZULECINZA;0;10
200900AZULEPRETO;0;10
200900VERMELHOEPRETO;0;10
201100PRETOEVERDE;100;10
201100PRETOEMARRON;100;10
201100PRETOELARANJA;0;10
201100PRETO;100;10
201110AZULEPRETO;100;10
201110PRETOEMARRON;100;10
201110PRETO;100;10
201120PRETOEAZUL;100;10
201120PRETOEVERDE;100;10
201120PRETO;100;10
201620PRETO;0;10
201660AZUL;0;10
201660PRETO;100;2
202000PRETO;56;10
202000VERDEEPRETO;69;2
203050PRETOECINZA;7;10
203050PRETO;0;10
203080PRETO;100;2
203080VERMELHOEPRETO;15;10
230100PRETOELARANJA;100;2
230100PRETOEVERDE;100;10
230100AZULEPRETO;100;2
230150PRETOEAZUL;100;10
230150VERMELHOEPRETO;100;10
230300PRETOEVERDE;100;10
230300AZULECINZA;100;10
230500PRETOELARANJA;100;10
230500PRETOEAZUL;0;10
230600AZULEPRETO;100;10
230600LARANJAEPRETO;100;10
290100PRETO;100;10
290100CAMUFLADO;100;10
290100AZUL;100;10
290380AZUL;100;10
290380PRETO;100;10
290430AZUL;100;10
290430PRETO;100;2
290430VERDE;100;10
290500CAMUFLADO;100;10
290500PRETO;100;10
290520CAMUFLADO;100;10
290520PRETO;74;10
301220PRETO;100;10
301220VERDE;100;2
352000BRANCO;28;10
352000AZUL;100;10
354000COLORIDO;43;10
354000AZUL;0;10
354000VERMELHO;0;10
354100VERDEEAZUL;0;10
354100AZUL;0;10
354200AZUL;0;10
462100PRETOEAZUL;42;10
462100PRETOEVERMELHO;21;10
462150PRETOEVERMELHO;37;10
462150PRETOEAZUL;49;10
462200PRETOEVERMELHO;39;10
462200AMARELOEPRETO;0;10
462200PRETOEAZUL;45;10
462250PRETOEAZUL;49;10
462250AMARELOEPRETO;0;10
462250PRETOEVERMELHO;50;10
462300PRETOEAZUL;100;10
462300PRETOEVERMELHO;46;10
462350PRETOEAZUL;100;10
462350AMARELOEPRETO;0;10
462350PRETOEVERMELHO;100;2
463000VERMELHOEPRETO;25;10
463000VERDEEPRETO;43;10
463000AZULEPRETO;36;10
463050VERMELHOEPRETO;82;10
463050VERDEEPRETO;55;10
463050LARANJAEPRETO;0;10
463050AZULEPRETO;80;10
463100VERMELHOEPRETO;100;10
463100AZULEPRETO;39;10
463100VERDEEPRETO;77;10
463100LARANJAEPRETO;0;10
463150AZULEPRETO;96;10
463150VERDEEPRETO;100;10
463150VERMELHOEPRETO;37;10
463200VERMELHOEPRETO;85;2
463200VERDEEPRETO;21;10
463200AZULEPRETO;39;10
463250AZULEPRETO;99;10
463250VERMELHOEPRETO;30;10
463250VERDEEPRETO;66;10
463300AZULEPRETO;100;10
463300VERDEEPRETO;81;10
463300VERMELHOEPRETO;100;10
463350AZULEPRETO;100;10
463350VERDEEPRETO;64;10
463350VERMELHOEPRETO;58;10
463400AZULEPRETO;100;10
463400VERDEEPRETO;66;10
463400VERMELHOEPRETO;85;10
463450AZULEPRETO;100;10
463450VERMELHOEPRETO;88;10
463450VERDEEPRETO;36;10
463500LARANJAEPRETO;0;10
463500VERDEEPRETO;42;10
463500VERMELHOEPRETO;62;10
463500AZULEPRETO;60;2
463550AZULEPRETO;67;10
463550LARANJAEPRETO;0;10
463550VERDEEPRETO;60;10
463550VERMELHOEPRETO;99;10
463600VERMELHOEPRETO;50;10
463600VERDEEPRETO;49;10
463600LARANJAEPRETO;0;10
463600AZULEPRETO;58;10
480050PRETO;100;10
480050AZUL;100;10
540100AZUL;100;10
480080AZUL;100;10
540100VERDE;0;10
540200CAMUFLADO;100;10
480080PRETO;100;10
540200AZUL;100;2
480550PRETO;100;10
480550AZUL;100;10
750220AMARELO;0;10
480630PRETO;100;10
480630AZUL;100;2
480700AZUL;100;10
480700PRETO;100;10
480750AZUL;100;10
480750PRETO;100;10
750300VERMELHOECINZA;0;10
750300PRETOEAZUL;0;10
481110AZUL;0;10
481110PRETO;100;10
481120AZUL;0;10
481120PRETO;100;10
481130AZUL;0;10
481130PRETO;100;10
481140AZUL;0;10
481140PRETO;100;10
482050PRETOEAZUL;2;2
500050ROSA;100;10
750606BRANCOEAZUL;0;10
500050AZULESCURO;100;10
500050AZULCLARO;100;10
750606BRANCOEVERMELHO;0;10
500100BRANCOEAZUL;100;10
801080VERDE;45;10
750606PRETOEBRANCO;0;10
801080AZUL;100;10
500100AZUL;100;10
801070ROXO;0;10
500120BRANCOEAZUL;100;10
750607BRANCOEAZUL;0;10
801070AZUL;100;10
500120AZUL;100;10
750607PRETOEBRANCO;0;10
500180BRANCOEROSA;100;10
750610BRANCOEVERMELHO;0;10
500180BRANCOEAZUL;100;10
750610BRANCOEAZUL;0;10
500250PRETO;100;10
622100VERDE;57;10
622100BRANCO;100;10
622100AZUL;82;10
622120BRANCO;100;10
500250PRETOEAZUL;100;10
622120VERDE;74;10
622120AZUL;95;10
540740CAMUFLADO;100;10
540740AZUL;100;10
540760CAMUFLADO;100;10
540760AZUL;100;10
547020CAMUFLADO;100;10
500300VERMELHO;100;10
622140AZUL;12;10
622140VERDE;42;10
622140BRANCO;48;10
500300PRATA;100;2
547020PRETO;100;10
547080VERDE;0;10
622200VERDE;0;10
622200BRANCO;100;10
547080AZUL;100;2
500600PRETO;100;10
547080CINZACLARO;100;10
622220PRETO;28;10
547090CAQUI;100;10
622220CENOURA;0;10
500600CINZA;0;10
622400AZUL;100;10
622400BRANCO;33;2
500600AZUL;100;10
500650CINZA;0;10
547150CAQUI;100;10
500650PRETO;100;10
500650AZUL;100;10
622450AZUL;25;10
540700CAMUFLADO;100;10
622450BRANCO;100;2
625250VERDE;100;2
540700AZUL;100;10
540720CAMUFLADO;100;10
625250BRANCO;100;10
540720AZUL;100;10
547150PRETO;0;10
744370UNICA;0;10
750001PRETO;0;10
700010AZUL;0;10
700010VERMELHO;0;10
744370VERDE;0;10
750001VERMELHO;26;10
750001AZUL;55;10
750002PRETO;100;10
700420VERMELHO;0;10
720030GRAFITE;0;10
700425PRETO;0;10
700425VERDE;0;10
750002VERMELHO;0;10
707320PRETO;100;10
750002AZUL;100;10
707320AREIA;100;10
707350PRETO;85;10
750003AZUL;0;10
707350VERDE;0;10
700630VERDE;0;10
707360MARROM;0;10
707400PRETO;41;10
700800VERMELHO;0;10
700810AZUL;0;10
750003VERMELHO;0;10
700810CINZA;55;10
750003PRETO;0;10
750003PRETOEBRANCO;0;10
750025ROXO;57;10
700820PRETOECINZA;0;10
700820VERMELHO;0;10
707410PRETO;68;10
701000PRETO;0;10
720030AMARELO;0;10
750025AZUL;21;10
701010PRETO;0;10
720030VERMELHO;0;10
701010AZUL;0;10
707430PRETO;0;10
707430VERMELHO;0;10
750045AZUL;0;10
750045ROSA;1;2
750100PRETOEVERMELHO;0;10
703010AZUL;0;10
750120PRETO;0;10
703010PRETO;0;10
703010VERMELHO;0;10
750120VERDEEBRANCO;0;10
703020PRETO;0;10
750120VERMELHO;0;10
750121AZUL;0;10
707000AZUL;27;10
707000VERMELHO;68;10
708580PRETO;100;10
704103PRETO;0;10
707020PRETO;45;2
707790PRETO;0;10
707020VERDE;22;10
707020LARANJA;8;10
707020AZUL;68;10
704190VERMELHO;2;2
707790AZUL;75;10
707780AZUL;71;10
704210PRETO;2;2
704210AZUL;1;2
707040PRETOXADREZ;0;10
707780PRETO;0;10
707040VERMELHO;46;10
707040VERDE;0;10
707040PRETO;62;10
707040LARANJA;0;10
707040AZUL;19;10
707050VERMELHO;80;10
706150CINZA;1;2
707770AZUL;95;10
706150PRETO;0;10
706170PRETO;0;10
707050VERDE;0;10
707050PRETOXADREZ;0;10
707050PRETO;59;10
707050LARANJA;0;10
707050AZUL;69;10
708230AZUL;99;10
708230PRETO;100;10
708230VERMELHO;54;10
708180VERMELHO;0;10
708180VERDE;6;10
708180PRETO;34;10
707760PRETO;0;10
707760AMARELO;66;10
707770AMARELO;72;10
320260UNICA;100;10
320320UNICA;100;10
320330UNICA;100;2
320340UNICA;100;2
320345UNICA;100;2
320350UNICA;100;10
320360UNICA;100;10
320400UNICA;100;10
320430UNICA;100;2
320432UNICA;100;2
320434UNICA;0;10
320450UNICA;100;10
320460UNICA;100;10
320550UNICA;100;10
320920UNICA;100;2
320930UNICA;100;10
321041UNICA;100;10
321050UNICA;100;10
321080UNICA;100;10
321100UNICA;100;10
321120UNICA;100;10
321140UNICA;100;10
321160UNICA;100;10
321161UNICA;100;10
321220UNICA;100;10
321260UNICA;100;10
321300UNICA;100;2
322020UNICA;100;10
091115UNICA;57;10
572Preto;0;6
102131031120;0;15
102131031500;0;15
100297681514;7;2
100396511552;1;2
110100000001;0;12
110100000002;0;12
110100000004;0;12
110100000006;0;12
110100000010;0;12
110100000014;0;12
110100000015;0;12
110100000016;0;12
110100000017;0;12
110100000020;0;12
110100000021;0;12
110100602501;0;12
110100602503;0;12
110100602601;0;12
110100602703;0;12
110100602802;0;12
110100602803;0;12
110100603103;0;12
110100603303;0;12
110100603402;0;12
110100603502;0;12
110100603602;0;12
110100603801;0;12
110100603802;0;12
110100603901;0;12
110100604001;0;12
110100604401;0;12
110100604402;0;12
110110000002;0;12
110110000004;0;12
110110000006;0;12
110120000002;0;12
110120000003;0;12
110120000004;0;12
110120004488;0;12
110120008055;0;12
110120012653;0;12
110120012913;0;12
110120013418;0;12
110120013750;0;12
110120014018;0;12
110120014511;0;12
110120014518;0;12
110120014878;0;12
110120016374;0;12
110120016435;0;12
110120016464;1;2
110120016475;0;12
110120016485;0;12
110120016489;2;2
110120019421;0;12
110120019793;0;12
110120020929;0;12
110120023970;0;12
110130000004;0;12
110130000485;0;12
110220020579;0;12
039510UNICA;100;10
039515UNICA;0;10
039520UNICA;57;10
039525UNICA;40;10
039530UNICA;0;10
039540UNICA;47;10
050525UNICA;15;10
052015UNICA;40;10
052025UNICA;100;10
052030UNICA;100;10
106450UNICA;100;10
203080LARANJAECINZA;0;10
230150PRETOEVERDE;0;10
230500PRETOEVERDE;0;10
290380VERDE;100;10
301265VERDE;100;10
301290UNICA;100;2
313002UNICA;9;2
320000UNICA;100;10
320335UNICA;100;10
351970AZUL;100;10
354100AZULECREME;0;10
354200AZULECREME;0;10
354200VERDEEAZUL;0;10
545210UNICA;2;2
545220UNICA;100;10
545230UNICA;0;10
545240UNICA;100;10
545250UNICA;100;10
545260UNICA;100;10
545270UNICA;84;10
545280UNICA;0;10
622220BRANCO;47;10
653610UNICA;2;2
702148CINZA;0;10
702160PRETO;0;10
703020VERMELHO;0;10
704080CINZA;0;10
704103CINZA;0;10
706135PRETO;0;10
706160AZULEPRETO;0;10
707000PRETO;68;10
720070UNICA;0;10
727010PRETO;100;10
743161UNICA;100;10
743170UNICA;100;10
750045ROXO;0;10
750120AZUL;0;10
750121PRETO;5;10
750606CINZAEAZUL;1;2
750751UNICA;0;10
750755UNICA;0;10
800080LARANJAEVERMELHO;0;10
800095VERDE;51;10
800096LARANJA;25;10
803205AZUL;0;10
803600PRETO;25;10
901030UNICA;100;10
901108UNICA;0;10
901110UNICA;0;10
049128VERMELHO;100;10
049128AZUL;100;10
049090CINZA;15;10
1008101600010005;0;20
1008101600010013;0;20
100510160002;0;20
100510160001;0;20
100900160004;0;20
100900160005;0;20
7899826726460;580;10
7899826725234;1543;10
7899826725241;734;10
7899826725227;1320;10
7899826720994;1173;10
7891437839188;11073;10
7891437839171;4236;10
7891437003329;14307;10
7891437060001;12550;10
7891437003336;10915;10
7891437003343;25462;2
7891437363225;5429;10
7899826709678;94;10
7891437386934;94;10
7891437353165;221;10
7891437353172;1;2
7891437349120;125;2
7891437348406;102;10
7891437385906;142;10
7891437385913;215;10
7891437385920;0;10
7899826702136;255;10
7899826702150;118;10
7899826702143;364;10
7899826702211;269;10
7899826702228;336;10
7899826702235;136;10
7899826702181;57;10
7891437349045;203;10
7891437744253;295;10
7891437744871;232;10
7891437744888;138;2
7891437139431;890;10
7891437139448;1106;10
7891437139455;2;2
7891437139486;173;10
7891437139493;264;10
7891437144824;156;10
7899826701818;87;10
7899826701825;166;2
7899826709647;108;2
7899826709654;85;10
7891437359952;1547;2
7891437844625;20271;10
7891437746103;18644;2
7899826702068;231;2
7891437622308;122;10
7891437486986;101;10
7891437505649;182;10
7891437505656;166;10
7891437622322;250;10
7891437487105;247;10
7891437188200;170;10
7891437618165;199;10
7891437618172;168;10
7891437618189;288;10
7891437505540;58;10
7891437505557;243;10
7891437505564;336;10
7891437505571;83;10
7891437188279;335;10
7891437618240;283;10
7891437618257;297;10
7891437928509;517;10
7891437928516;539;10
7891437928523;999;10
7891437003992;8553;10
7891437576045;3339;10
7891437576076;11506;10
7891437576090;11256;10
7891437844526;5413;10
7891437896853;2;2
7891437896860;0;10
7891437896877;132;10
7891437896815;2;2
7891437896822;59;10
7891437896839;112;10
7891437577257;50;10
7891437579503;74;10
7891437580554;202;10
7891437580639;0;10
7899826707605;71;2
7899826707612;54;10
7891437397268;1;2
7891437725436;366;10
7899826703126;50;10
7899826703133;385;10
7899826703140;531;10
7899826703157;174;10
7899826700620;217;10
7899826700637;548;2
7899826700644;587;10
7899826700651;232;10
7891437548882;1425;10
7891437771792;448;10
7891437817025;293;10
7891437515198;280;10
7891437515204;258;10
7891437515228;148;10
7891437515297;123;10
7891437515327;176;10
7891437177426;2084;10
7891437177464;1030;10
7891437891179;345;2
7891437891186;657;2
7891437891193;656;10
7891437575970;56;10
7891437574966;215;10
7891437575673;74;2
7891437575680;64;2
7891437572771;82;10
7891437572788;117;10
7891437573242;91;10
7891437573259;120;10
7891437791141;291;10
7891437791165;136;10
7891437791431;475;10
7891437791486;1111;10
7891437791530;536;10
7891437791233;84;10
7891437791288;323;10
7891437791332;151;10
7891437668955;355;10
7891437669006;1088;10
7891437677056;1215;10
7891437677100;592;10
7891437677261;184;10
7891437681824;393;10
7891437681831;224;10
7891437792407;432;10
7891437792414;187;10
7891437791998;287;10
7891437792001;206;10
7891437792568;83;10
7891437668603;0;10
7891437668757;289;10
7891437668900;156;10
7899826700361;106;10
7899826700354;325;10
7899826700347;72;10
7899826700460;157;10
7899826700484;146;10
7899826700477;334;10
7891437397657;82;10
7891437397701;127;10
7891437397800;58;10
7891437397855;79;10
7891437899625;138;10
7891437899670;346;10
7891437900079;134;10
7891437749333;185;10
7891437749487;108;10
7891437749593;143;10
7891437749609;130;10
7891437785805;201;2
7891437785812;91;10
7891437685297;282;10
7891437685303;170;10
7891437684771;151;10
7891437684788;392;2
7891437685112;231;2
7891437684115;0;10
7891437684603;211;10
7891437684610;122;10
7891437786024;2;2
7899826722806;9571;10
7891437404355;1;2
7891437392225;91;2
7891437392232;118;10
7891437392096;172;10
7891437392102;167;10
7891437392201;86;10
7891437392218;128;10
7891437241134;56;10
7891437241141;576;10
7891437241158;666;10
7891437241165;110;10
7891437589304;141;10
7891437589311;452;10
7891437589328;537;10
7891437589335;89;10
7891437733196;0;10
7891437891414;148;2
7891437891438;167;10
7899826706967;144;10
7899826706974;214;10
7899826706813;303;10
7899826706844;379;10
7899826706851;503;10
7899826706868;186;10
7899826720079;101;10
7891437515808;288;10
7891437515815;396;10
7891437515839;180;10
7891437515846;132;2
7891437419564;67;10
7891437419694;176;10
7891437419700;120;10
7891437419717;85;10
7891437419724;73;10
7891437464861;933;10
7891437464878;796;10
7891437464892;443;10
7891437890554;1;2
7891437716762;413;10
7891437716779;1141;10
7891437716786;1126;10
7891437716793;911;10
7891437716809;462;2
7891437716861;252;10
7891437890875;110;10
7891437890882;108;10
7891437890899;0;10
7891437399859;195;2
7891437399903;188;10
7891437401392;91;10
7891437399941;85;10
7891437399958;92;10
7891437690307;0;10
7891437632154;528;10
7891437632383;304;2
7891437632482;354;10
7891437632499;0;10
7891437894286;2;2
7891437722183;556;10
7891437722190;1225;2
7891437722206;1315;10
7891437722213;785;10
7891437472316;341;10
7891437584798;443;10
7891437824276;383;10
7891437824320;617;2
7891437824375;642;10
7891437824429;351;2
7891437824627;0;10
7891437893838;105;10
7891437893883;379;10
7891437893937;448;10
7891437893982;168;10
7891437340455;57;10
7891437340462;456;10
7891437340479;154;10
7891437340523;427;10
7891437340585;77;10
7891437341117;1;2
7891437341179;159;10
7891437816820;62;2
7891437910412;139;10
7891437910429;221;10
7891437910436;62;10
7891437318058;530;10
7891437342312;143;2
7891437342350;644;2
7891437342367;931;10
7891437342374;388;10
100010160023;0;20
100010160022;0;20
100010160024;0;20
100010160026;0;20
100010160025;-1;20
100010160027;0;20
100160160003;0;20
100160160004;0;20
100130160010;0;20
100130160009;0;20
1320AZ;0;8
1345CZ;0;8
1345ROS;0;8
1345VDH;0;8
1410GRR;0;8
3005FB;0;8
3005GIR;0;8
3005OC;0;8
3005PA;0;8
3005TIG;0;8
5015FB;0;8
5015GIR;0;8
5015TIG;0;8
5070FB;0;8
5070GIR;0;8
5070OC;0;8
5070PA;0;8
5070TIG;0;8
7015BC;0;8
7015FB;0;8
7015GIR;0;8
7015OC;0;8
7015PA;0;8
7015TIG;0;8
7050BRC;0;8
7055AP;0;8
7055BC;0;8
7055RC;0;8
8045CV;0;8
8045PT;0;8
8140CC;0;8
8140CHT;0;8
8140CZ;0;8
8140CZV;0;8
8140NAU;0;8
8140PB;0;8
8140RS;0;8
8185CZC;0;8
8185CZO;0;8
8200CHT;0;8
8200CZC;0;8
8200CZR;0;8
9008AVD;0;8
9008LVM;0;8
9008RL;0;8
9008RVD;0;8
9012BC;0;8
9100BPT;0;8
9100NAU;0;8
9100ONB;0;8
9105BAZ;0;8
9105BPT;0;8
9105BRS;11;2
9105NAU;0;8
1300CAM;0;8
1300FB;0;8
1300TIG;0;8
2030GR;0;8
2030TIG;0;8
8100;0;8
D102CAP;0;8
D102PVI;0;8
D104CPR;0;8
D104PT;0;8
D104VER;0;8
D501CZ;3;2
D902AZ;0;8
D902VD;0;8
D902VM;0;8
D701BRA;0;8
D701BRC;0;8
D701BRL;0;8
D703BG;0;8
1410PL;0;8
1410JNS;0;8
2011897;1;6
4134pt;0;12
35tpt;0;12
727020;0;10
280495UNICA;100;10
313350UNICA;0;10
700050AZUL;0;10
700050PRETO;0;10
700050VERMELHO;0;10
700640ROXO;0;10
803202VERDE;0;10
803208LARANJA;25;10
900250UNICA;0;10
903030UNICA;0;10
903070UNICA;100;10
907010CAMUFLADO;100;10
907010PRETO;100;2
907030UNICA;100;10
920580UNICA;0;10
1406gr-pt;0;12
9788574523101;1;2
9788577154012;1;2
9788537800577;1;2
1410BG;0;8
38088834;0;12
38088934;8;12
38088935;5;12
37914934;4;12
37906534;5;12
37906536;0;12
38161637;8;12
38161638;10;12
38161534;0;12
38161535;7;12
38161536;4;12
38161537;6;12
38161538;7;12
38161539;5;12
38161435;7;12
38161436;11;12
38161437;11;12
38161438;12;12
38161439;4;12
38160838;0;12
38160840;0;12
38160841;0;12
38160842;4;12
37922838;0;12
38160241;0;12
38160242;0;12
38160243;11;12
38160342;0;12
38160343;0;12
37921434;0;12
37921435;0;12
37921436;0;12
37921437;0;12
37921438;0;12
37922034;8;12
37922035;0;12
37922036;0;12
37922037;5;12
37922038;0;12
37922039;0;12
9788525421593;1;2
9788563066107;0;2
9788532527141;0;2
9788544101476;0;2
9788535926576;1;2
9788535926804;1;2
IXCR3045_E8;0;30
IXBA3014_01;0;30
IXBA3014_40;0;30
IXCR3047_E8;0;30
IXCD5088_C7;1;2
IXCD5088_C8;0;30
IXBA3043_01;0;30
IXBA3043_40;0;30
IXAU3042_04;0;30
IXCD5089_C7;1;2
IMSMER_01;0;30
IXAN5055_C39;0;30
IXAN3034_10;0;30
IXCA5040_67;0;30
IXCA5040_C14;0;30
IXBA3015_BR;0;30
IXBA3016_BR;0;30
IXBA3046_AZ;0;30
IXBA5077_RS;0;30
IXAP0342BR;0;30
IXAP0344_BR;1;2
IXAP5060_C7;0;30
IXAP5072_C7;3;2
IXAP5074_C7;0;30
IXAP5078_60;0;30
IXAP5079_61;0;30
IXAP5083_C46;0;30
IXAP0351_PR;0;30
IXBA3046_RS;1;2
IXAP5060_C8;1;2
IXAP5083_C47;2;2
IXBA3046_CR;0;30
9788582351222;1;2
110120025516;0;12
110120025517;0;12
110120025518;0;12
110120019651;0;12
110120004968;0;12
110120013734;0;12
101387481452;0;12
101387480105;0;12
101387480107;0;12
